epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1697563988416,2023-10-17T17:33:08.416000,0.0,-0.012,-1.007,-0.097
1697563988496,2023-10-17T17:33:08.496000,0.08,-0.01,-1.02,-0.106
1697563988576,2023-10-17T17:33:08.576000,0.16,-0.012,-1.025,-0.095
1697563988656,2023-10-17T17:33:08.656000,0.24,-0.012,-1.032,-0.11
1697563988736,2023-10-17T17:33:08.736000,0.32,-0.002,-1.032,-0.099
1697563988816,2023-10-17T17:33:08.816000,0.4,-0.004,-1.033,-0.108
1697563988896,2023-10-17T17:33:08.896000,0.48,-0.003,-1.035,-0.105
1697563988976,2023-10-17T17:33:08.976000,0.56,-0.007,-1.042,-0.097
1697563989056,2023-10-17T17:33:09.056000,0.64,-0.005,-1.035,-0.108
1697563989136,2023-10-17T17:33:09.136000,0.72,-0.005,-1.027,-0.104
1697563989216,2023-10-17T17:33:09.216000,0.8,-0.018,-1.018,-0.101
1697563989296,2023-10-17T17:33:09.296000,0.88,-0.013,-1.027,-0.102
1697563989376,2023-10-17T17:33:09.376000,0.96,-0.029,-1.002,-0.106
1697563989456,2023-10-17T17:33:09.456000,1.04,-0.018,-0.97,-0.07
1697563989536,2023-10-17T17:33:09.536000,1.12,-0.01,-1.03,-0.138
1697563989616,2023-10-17T17:33:09.616000,1.2,-0.009,-1.051,-0.091
1697563989696,2023-10-17T17:33:09.696000,1.28,-0.025,-1.134,-0.107
1697563989776,2023-10-17T17:33:09.776000,1.36,-0.043,-1.28,-0.203
1697563989856,2023-10-17T17:33:09.856000,1.44,0.006,-1.392,-0.11
1697563989936,2023-10-17T17:33:09.936000,1.52,0.046,-1.373,-0.03
1697563990016,2023-10-17T17:33:10.016000,1.6,0.085,-1.267,0.067
1697563990096,2023-10-17T17:33:10.096000,1.68,0.119,-1.078,0.148
1697563990176,2023-10-17T17:33:10.176000,1.76,0.089,-0.813,0.159
1697563990256,2023-10-17T17:33:10.256000,1.84,0.056,-0.469,0.073
1697563990336,2023-10-17T17:33:10.336000,1.92,-0.044,-0.225,0.254
1697563990416,2023-10-17T17:33:10.416000,2.0,0.06,-0.47,0.159
1697563990496,2023-10-17T17:33:10.496000,2.08,0.001,-0.758,0.092
1697563990576,2023-10-17T17:33:10.576000,2.16,0.132,-1.027,0.129
1697563990656,2023-10-17T17:33:10.656000,2.24,0.119,-1.159,0.053
1697563990736,2023-10-17T17:33:10.736000,2.32,0.069,-1.182,-0.031
1697563990816,2023-10-17T17:33:10.816000,2.4,0.056,-1.257,-0.057
1697563990896,2023-10-17T17:33:10.896000,2.48,-0.02,-1.252,-0.112
1697563990976,2023-10-17T17:33:10.976000,2.56,-0.026,-1.231,-0.113
1697563991056,2023-10-17T17:33:11.056000,2.64,-0.017,-1.09,-0.079
1697563991136,2023-10-17T17:33:11.136000,2.72,-0.015,-0.987,-0.052
1697563991216,2023-10-17T17:33:11.216000,2.8,-0.004,-0.977,-0.039
1697563991296,2023-10-17T17:33:11.296000,2.88,-0.031,-1.145,-0.097
1697563991376,2023-10-17T17:33:11.376000,2.96,-0.044,-1.327,-0.153
1697563991456,2023-10-17T17:33:11.456000,3.04,-0.009,-1.36,-0.098
1697563991536,2023-10-17T17:33:11.536000,3.12,0.036,-1.382,-0.055
1697563991616,2023-10-17T17:33:11.616000,3.2,0.061,-1.258,0.049
1697563991696,2023-10-17T17:33:11.696000,3.28,0.07,-1.004,0.142
1697563991776,2023-10-17T17:33:11.776000,3.36,0.074,-0.701,0.135
1697563991856,2023-10-17T17:33:11.856000,3.44,-0.037,-0.298,0.154
1697563991936,2023-10-17T17:33:11.936000,3.52,-0.014,-0.326,0.306
1697563992016,2023-10-17T17:33:12.016000,3.6,0.058,-0.595,0.117
1697563992096,2023-10-17T17:33:12.096000,3.68,0.022,-0.94,0.141
1697563992176,2023-10-17T17:33:12.176000,3.76,0.13,-1.114,0.073
1697563992256,2023-10-17T17:33:12.256000,3.84,0.111,-1.153,-0.002
1697563992336,2023-10-17T17:33:12.336000,3.92,0.055,-1.208,-0.07
1697563992416,2023-10-17T17:33:12.416000,4.0,-0.05,-1.317,-0.089
1697563992496,2023-10-17T17:33:12.496000,4.08,-0.038,-1.287,-0.187
1697563992576,2023-10-17T17:33:12.576000,4.16,-0.026,-1.165,-0.112
1697563992656,2023-10-17T17:33:12.656000,4.24,-0.023,-1.003,-0.072
1697563992736,2023-10-17T17:33:12.736000,4.32,0.004,-0.902,-0.069
1697563992816,2023-10-17T17:33:12.816000,4.4,-0.049,-0.919,-0.006
1697563992896,2023-10-17T17:33:12.896000,4.48,-0.053,-1.039,-0.035
1697563992976,2023-10-17T17:33:12.976000,4.56,-0.064,-1.212,-0.116
1697563993056,2023-10-17T17:33:13.056000,4.64,-0.072,-1.35,-0.159
1697563993136,2023-10-17T17:33:13.136000,4.72,-0.02,-1.427,-0.175
1697563993216,2023-10-17T17:33:13.216000,4.8,0.052,-1.38,-0.05
1697563993296,2023-10-17T17:33:13.296000,4.88,0.09,-1.211,0.079
1697563993376,2023-10-17T17:33:13.376000,4.96,0.085,-0.953,0.171
1697563993456,2023-10-17T17:33:13.456000,5.04,0.043,-0.675,0.111
1697563993536,2023-10-17T17:33:13.536000,5.12,-0.013,-0.273,0.18
1697563993616,2023-10-17T17:33:13.616000,5.2,-0.016,-0.299,0.233
1697563993696,2023-10-17T17:33:13.696000,5.28,0.057,-0.677,0.128
1697563993776,2023-10-17T17:33:13.776000,5.36,0.034,-0.912,0.12
1697563993856,2023-10-17T17:33:13.856000,5.44,0.087,-1.105,0.155
1697563993936,2023-10-17T17:33:13.936000,5.52,0.089,-1.195,0.015
1697563994016,2023-10-17T17:33:14.016000,5.6,0.058,-1.209,-0.066
1697563994096,2023-10-17T17:33:14.096000,5.68,-0.017,-1.287,-0.072
1697563994176,2023-10-17T17:33:14.176000,5.76,-0.055,-1.291,-0.219
1697563994256,2023-10-17T17:33:14.256000,5.84,-0.03,-1.173,-0.113
1697563994336,2023-10-17T17:33:14.336000,5.92,-0.017,-1.04,-0.089
1697563994416,2023-10-17T17:33:14.416000,6.0,-0.021,-0.939,-0.085
1697563994496,2023-10-17T17:33:14.496000,6.08,-0.013,-0.907,-0.019
1697563994576,2023-10-17T17:33:14.576000,6.16,-0.026,-0.993,-0.03
1697563994656,2023-10-17T17:33:14.656000,6.24,-0.042,-1.116,-0.131
1697563994736,2023-10-17T17:33:14.736000,6.32,-0.068,-1.295,-0.109
1697563994816,2023-10-17T17:33:14.816000,6.4,-0.036,-1.397,-0.158
1697563994896,2023-10-17T17:33:14.896000,6.48,-0.008,-1.381,-0.067
1697563994976,2023-10-17T17:33:14.976000,6.56,0.091,-1.258,0.015
1697563995056,2023-10-17T17:33:15.056000,6.64,0.092,-1.133,0.111
1697563995136,2023-10-17T17:33:15.136000,6.72,0.058,-0.876,0.183
1697563995216,2023-10-17T17:33:15.216000,6.8,0.003,-0.429,0.104
1697563995296,2023-10-17T17:33:15.296000,6.88,-0.033,-0.195,0.282
1697563995376,2023-10-17T17:33:15.376000,6.96,0.04,-0.5,0.177
1697563995456,2023-10-17T17:33:15.456000,7.04,0.038,-0.881,0.148
1697563995536,2023-10-17T17:33:15.536000,7.12,0.073,-1.147,0.126
1697563995616,2023-10-17T17:33:15.616000,7.2,0.074,-1.13,0.066
1697563995696,2023-10-17T17:33:15.696000,7.28,0.054,-1.116,0.038
1697563995776,2023-10-17T17:33:15.776000,7.36,0.021,-1.146,-0.028
1697563995856,2023-10-17T17:33:15.856000,7.44,0.006,-1.27,-0.142
1697563995936,2023-10-17T17:33:15.936000,7.52,-0.03,-1.239,-0.109
1697563996016,2023-10-17T17:33:16.016000,7.6,-0.026,-1.151,-0.104
1697563996096,2023-10-17T17:33:16.096000,7.68,-0.04,-1.049,-0.072
1697563996176,2023-10-17T17:33:16.176000,7.76,0.013,-0.92,-0.071
1697563996256,2023-10-17T17:33:16.256000,7.84,-0.0,-0.926,-0.068
1697563996336,2023-10-17T17:33:16.336000,7.92,-0.015,-1.028,-0.054
1697563996416,2023-10-17T17:33:16.416000,8.0,-0.028,-1.135,-0.149
1697563996496,2023-10-17T17:33:16.496000,8.08,-0.062,-1.302,-0.16
1697563996576,2023-10-17T17:33:16.576000,8.16,-0.056,-1.438,-0.135
1697563996656,2023-10-17T17:33:16.656000,8.24,0.064,-1.407,-0.097
1697563996736,2023-10-17T17:33:16.736000,8.32,0.083,-1.237,0.053
1697563996816,2023-10-17T17:33:16.816000,8.4,0.085,-1.003,0.174
1697563996896,2023-10-17T17:33:16.896000,8.48,0.072,-0.777,0.167
1697563996976,2023-10-17T17:33:16.976000,8.56,-0.024,-0.392,0.176
1697563997056,2023-10-17T17:33:17.056000,8.64,-0.019,-0.237,0.264
1697563997136,2023-10-17T17:33:17.136000,8.72,0.035,-0.481,0.173
1697563997216,2023-10-17T17:33:17.216000,8.8,0.048,-0.854,0.176
1697563997296,2023-10-17T17:33:17.296000,8.88,0.096,-1.1,0.142
1697563997376,2023-10-17T17:33:17.376000,8.96,0.085,-1.167,0.086
1697563997456,2023-10-17T17:33:17.456000,9.04,0.057,-1.273,-0.019
1697563997536,2023-10-17T17:33:17.536000,9.12,-0.01,-1.256,-0.076
1697563997616,2023-10-17T17:33:17.616000,9.2,-0.064,-1.237,-0.127
1697563997696,2023-10-17T17:33:17.696000,9.28,-0.06,-1.23,-0.129
1697563997776,2023-10-17T17:33:17.776000,9.36,-0.039,-1.142,-0.077
1697563997856,2023-10-17T17:33:17.856000,9.44,-0.041,-0.985,-0.077
1697563997936,2023-10-17T17:33:17.936000,9.52,-0.022,-0.888,-0.036
1697563998016,2023-10-17T17:33:18.016000,9.6,-0.033,-0.935,-0.044
1697563998096,2023-10-17T17:33:18.096000,9.68,-0.049,-1.047,-0.067
1697563998176,2023-10-17T17:33:18.176000,9.76,-0.032,-1.062,-0.081
1697563998256,2023-10-17T17:33:18.256000,9.84,-0.05,-1.159,-0.063
1697563998336,2023-10-17T17:33:18.336000,9.92,-0.07,-1.32,-0.144
1697563998416,2023-10-17T17:33:18.416000,10.0,0.0,-1.411,-0.102
1697563998496,2023-10-17T17:33:18.496000,10.08,0.061,-1.368,0.025
1697563998576,2023-10-17T17:33:18.576000,10.16,0.075,-1.196,0.107
1697563998656,2023-10-17T17:33:18.656000,10.24,0.088,-0.957,0.21
1697563998736,2023-10-17T17:33:18.736000,10.32,0.043,-0.657,0.119
1697563998816,2023-10-17T17:33:18.816000,10.4,-0.014,-0.204,0.238
